,3D printing,additive manufacturing,composite material,autonomous drones,hypersonic missile,nuclear reactor,scramjet,wind tunnel,quantum computing,smart material
3,0.88179,0.04079,0.01592,0.12739,0.80439,0.84823,0.10214,1.0,0.08911,0.1067
5,1.0,0.04079,0.01592,0.07683,0.82326,1.0,0.06357,1.0,0.08911,0.1067
10,1.0,0.04079,0.01592,1.0,0.84613,1.0,0.50511,1.0,1.0,1.0
