Silhouette Score, Purity Score, V-measure Score, Jaccard Index, # of clusters
0.007234025546919162, None, None, None, 17
Silhouette Score, Purity Score, V-measure Score, Jaccard Index, # of clusters
0.005367303994038566, None, None, None, 14
